Correct Words,Incorrect Words
socio-economical,social-economical
desperate,desesperate
falls,fells
losing,loosing
these,this
flabbergasted,flabbergusted
destroy,destruct
preventative,prevention
pharoah's,pharoa's
curse,corse
subtle,suttle
turquoise,turqoise
diminutive,diminute
centre,center
surprise,suprise
surveillance,surveilance
?revising,revicing
knowledge,knowleage
luxurious,luxurius
synthetic,syntethic
metres,meters
entertainments,entretainments
a,an
hippopotamus,hippoppotammus
supposed,suppossed
lose,loose
anyway,any_way
dining-room,dinning-room
throughout,through_out
relatively,relative
injuries,injures
masochistic,masochist
compared,comparing
throttle,trottle
busting,bursting
picnic,pic-nic
screwdriver,screw_driver
ungentelmanly,ungentleman
quality,quolity
allow,allowed
signalled,signaled
writing,writting
advice,advise
procedure,proceedure
these,this
shopkeeper's,shopkeeper
supplier,suplier
sincerely,sincerelly
through,threw
deficiency,defficience
especially,specially
of,off
they,the
really,realy
night,knight
outbreak,out_break
illness,ilness
cannot,can_not
symptoms,simptoms
watch,whotch
anything,enything
layed,lied
picnic,pic-nic
precarious,precarian
picturesque,pinturesque
tablecloth,table_cloth
for_long,forlong
surprise,suprise
everything,every_thing
unwelcome,unwelcomed
night's,night
citizens,citizen
some,som
contruction,constructions
beginning,beggining
required,require
had,have
me,my
business,bussiness
hitting,hiting
abundant,aboundant
are,is
don't,dont
vary,varies
knowledge,knoledge
civilization,cyvilisation
hydrolic,hidrolic
human,human's
Scottish,Scotish
various,variouse
human_rights,human's_weights
world-wide,world_wide
unfounded,unfunded
assertion,assition
nowadays,now-a-day
time,tyme
cancelled,canceled
symptoms,simptoms
hepatitis,epatitis
unclean,uncleaned
arrange,arange
everything,everithing
fantastic,fantastical
desperate,desesparate
chosen,chose
coconut,cocounut
types,type
seagulls,sea_gulls
typical,tipical
transparent,transpearent
swimming,swiming
too,to
scenery,sceneries
metres,meters
invites,invits
stay,stayed
dying,dieing
appreciate,apriciate
broad,broard
today,to_day
year's,years
each_other,eachother
outbursts,out_bursts
headmistress's,headmistresses
intention,intension
attention,attencion
sincerely,sincerly
picnic,pic-nic
countryside,country-side
independent,independant
multicoloured,multicolour
bathe,bath
disappointing,dissapointing
visitors,visiters
responsible,responsable
representative,representant
?quivering,quiver
fright,frighten
are,is
unknown,unkown
epochs,epoches
laborious,labourious
customs,custumes
beliefs,beleivings
neighbours',neighbour
?mysterious,mistly
?,merged
afraid,feared
underground,under_ground
emerged,imerged
unblemished,umblemished
unwelcome,unwelcomed
?,nonenty
?,drog
ninety,ninghty
twinkling,twinkled
writing,writting
tragic,tragical
inconvenience,inconvenient
family,families
govern,governs
future,futur
conducts,conduces
from,for
standard,standards
their,the
work,works
completely,completly
would,will
doubtful,doubtfull
safe,save
where,were
where,were
whole,hole
photographs,fotographs
nicely,nicelly
glass,glas
friend's,friends
accepted,excepted
laughted,laughter
course,couse
parents,parent
widely,widelly
affections,afections
manner,maner
experienced,experiensed
these,this
sent,send
vaccines,vaccins
consequence,consecuence
grateful,greatful
attractive,attracting
kinds,kind
cannot,can_not
world,word
like,as
coloured,colour
efforts,effort
worse,worser
Friday,Friday's
speak,spoke
parents,pareants
divorced,divorce
psychologist,sicologist
could,can
about,on
had,did
continued,continue
reading,riding
discovered,discover
understood,understand
thought,think
realise,realised
know,knew
scream,screem
ran,runned
entered,enter
school's,schools'
dining-room,dinningroom
died,die
children,childrens
maybe,may_be
ring,rang
started_off,started-off
greengrocer's,green_groser
leant,lean
tumbled,tumbeled
greengrocer,greengrosser
through,throw
wet,swet
provokes,provocates
everybody,everybood
committee,commitie
everlasting,ever_lasting
appreciated,apreciated
aggressive,agresive
news,knews
these,this
heard,hear
rhyme,rymes
type,types
worried,woried
urgently,urgent
inefficiency,inneficiency
sofa,soffa
companion's,companions
neither,niether
weekend,weekened
faces,face
stood,stand
guarding,guiding
where,were
distracted,distract
agreed,agree
responsible,responsable
shopkeeper's,shopkeeper
given,gave
caused,cause
worse,worst
water,watter
quickly,quick
insufficient,unsufficient
events,event
does,do
inconvenience,inconvinience
yours,your
pillars,pilars
sea-sickness,sea_sickness
marvelous,marvolous
souvenirs,sourvenires
these,this
it's,its
its,it's
their,its
small,smalls
travel,travell
cheapest,cheepest
his,its
religious,religeous
found,finde
painting,paint
symptoms,synthomes
consequence,conse_cuence
prevention,preventions
yours,your
sincerely,sincerelly
first,fist
suddenly,suddently
immediately,inmediately
distinguished,distinwished
met,meet
where,were
wooden,wood
proposed,perposed
through,throw
would,did
attractive,atractive
had,did
changed,change
these,this
meeting,meating
me,my
passed,past
thanked,thank
I,a
thanked,tanked
pounds,pound
probably,provably
dimensions,dimentions
which,wich
doubtful,doubtfull
loss,lost
celebrated,selebrated
touristic,turistic
these,this
a,an
coastline,coast_line
winning,wining
raffle,rafle
where,were
myself,my_self
understood,understanded
me,my
disappearing,disapearing
went,whent
there,they
floating,flouting
lay,layed
attached,atached
sail,sale
children,childrens
dangerouse,dangerous
sent,send
sexes,sexs
developed,developped
these,that
severely,severly
these,this
subsistence,substince
have,had
symptoms,sympthoms
supplier,suplier
proceed,proceede
spent,spend
phenomenon,fenomenun
summit,simmit
central,center
aggressive,agresive
being,beeing
peculiar,pecular
surrounded,sorrounded
emerald,esmerald
walk,walks
generally,generaly
pressure,presure
appreciate,apressiate
mysterious,misterious
?excavated,socavated
falls,fells
made,make
feel,fell
height,hight
began,begun
loneliness,lonliness
salute,salut
leaving,living
disappearing,desappearing
illness,illeness
ministry,minestery
measures,meassures
unpleasant,unplesant
receive,recieve
inform,informe
doubtful,doubtfull
have,had
faithfully,faithfuly
received,recieved
medicines,medicenes
sent,send
excellent,excelent
aeroplane,airplane
emerged,emmerged
received,recieved
typical,tipical
coconuts,coconut
horizon,horizont
drank,drunk
reserved,reseaved
these,this
disappeared,dissapeared
receive,recieve
losing,lossing
beginning,beggining
danced,dance
Brazilian,brasilesion
swimming-pool,swimming_pool
seemed,seem
embarrassed,embarassed
accepted,eccepted
sun's,sun
illuminated,iluminated
biscuits,buiscits
coffee,cofee
exciting,excited
enjoyable,enjoyabled
seems,seem
turned,turn
community,comunitee
authorities,authority
informed,inform
community,communtty
community,communitte
required,require
disappears,disappear
girls,girl
cannot,can_not
weekend,week_end
games,gim
cancelled,cancel
writing,writting
thoughtful,thoughtfull
practising,practicing
appreciated,opreciated
struck,strucked
postponed,posponed
being,been
social,sotial
men,man
doubling,doubbling
that_an,than
illiterate,illeterated
appoint,apoint
have,had
ran,run
unconscious,unconstious
?,anymically
economical,ecconomical
attitudes,attitude
stepped,step
return,returned
phoned,phone
committed,commited
symptoms,synthoms
and,an
?dared,dired
faithfully,faithfuly
flight,fly
where,were
anybody,any_body
disappointed,dissapointed
being,beeing
made,maked
I'd,I've
modern,modernize
Gothic,gotic
tidily,tidy
were,was
children,childs
worse,worst
you,yours
colourful,coloured
too,to
all_right,allright
swimming-pool,swimming_pool
frightened,frighten
ran,run
again,againg
where,were
although,althought
apparition,aparition
preparing,prepearing
something,some_thing
know,no
ran,runned
sirens,sirenes
stopped,stoped
heels,heals
dropped,droped
moist,moisted
readable,readible
examiner,examinator
control,controll
worst,worse
have,has
been,be
doubtful,doubtfull
family,families
an,a
everyone,eyery_one
they,the
put,putten
anything,any_thing
these,this
were,where
dressed_in,dressing
want,wanted
everyone,every_one
cried,cryied
everybody,every_body
wine,wile
no_one,know_one
humour,humor
aggressive,agressive
inconveniences,inconviniences
addressing,adressing
prevent,preven
holiday,hollidays
cancelled,canceled
?sincerely,sicerfully
illuminated,iluminated
clothes,clothe
searched,search
tired,tyred
monotonous,monotanous
nearly,nealy
around,arround
multicoloured,multicolour
air-conditioner,air_conditioned
emitted,emited
tried,tryed
communicate,comunicate
consciousness,conscious
?delightful,dislightful
cleanliness,cleaness
symptoms,simpthoms
alarm,alarmed
struck,stroked
events,envents
patients,patiences
weekend,week-end
superstitious,supersticious
dropped,droped
arriving,arraving
aeroplanes,airplanes
symptoms,sympthoms
water_supply,watersupply
probably,probbably
yours,your
sincerely,sincerly
smartly,smart
use,uses
badly,bad
these,this
satisfactory,satisfactery
do,does
behaviour,behavior
days,day
desperately,desesperatly
maintain,mantain
children,childs
because,by_cause
illnesses,illness
assistance,assitance
symptoms,synthoms
supplier,suplier
houses,house
cancel,cancelled
commodities,commodity
call,calls
illuminated,iluminated
swimming-pool,swimming_pool
started,start
threw,through
haven't,hasn't
now,know
where,were
frightful,frightfull
coming,comming
luckily,luckilly
writing,writting
schooldays,school_days
thousands,thousand
pleasant,pleasent
moment,momement
breaking,breacking
please,plese
illogical,ilogic
representative,representator
thankful,thankfull
true,truth
doubtful,doubtfull
families',families
respected,respectful
parents,pearents
want,wanted
industrialist,industrial
imprison,impresion
drug_addict,drogadicts
losing,loosing
died,die
killing,keeling
horrible,horriful
murderers,murders
now,know
opportunity,oportunity
unknown,not_known
stampede,stamped
uses,use
proving,proved
through,throug
interfered,interfer
its,it
have,had
cancelled,canceled
pity,pitty
there,ther
symptoms,sympthoms
act,acts
will,would
disappear,dissapear
excited,exciting
noticed,notice
agreed,agree
illuminating,iluminating
prepare,prepared
ourselves,our_selfs
called,call
left,leaft
fabulous,fabulose
enormous,enormus
close,closse
want,whant
laughed,laugh
played,play
talked,talk
asked,ask
outbreak,out_break
noticed,notice
supplies,suppies
condition,conditions
vomiting,vomits
?,paining
yours,yous
tyre,tire
convertible,convertable
walked,walk
lay,lied
never,nevers
walked,walks
scolded,scolds
inattentive,unattentive
?peek,peak
monstrosities,monstruosities
despicable,despiseable
possessive,possesive
dessert,desert
believe,belive
school,shool
said,sayed
used,use
knew,new
group,groop
intention,intension
impossible,imposible
motorcycle,motocycle
began,begun
parties,partys
where,were
sorry,sory
while,wile
everyone,every_one
after,afte
realised,realiced
symptoms,simpthoms
already,allready
citizens,cityzens
acting,act
representative,representant
holding,helding
emotional,emotioned
gorgeous,gorgious
definitely,definately
divine,devine
thrown,thoun
lose,loose
it,I
tuck-shop,tuck_shop
stationery,stationary
encyclopaedias,enciclopedias
knew,new
strange-looking,strange_looking
prison,prision
thought,though
begin,beguin
discovering,discover
finding,find
responsible,responsable
showed,show
photograph,fotograph
reflected,reflectioned
changed,change
reflecting,reflectioning
unaffected,non-affected
cancel,cancell
label,labell
collaborating,collaberating
greatly,greately
appreciate,appreceate
you,your
community,communitie
supermarkets,super-markets
doubtful,doubtfull
welcome,welcomed
sound,sounds
creatures,creature
ears',year's
collision,collission
epidemic,epidemia
?,unpayable
these,this
eye,eye's
rhythms,rythms
chatting,chating
commotion,conmotion
square,squared
outbreak,out_break
awful,awfull
aware,awared
degree,decree
until,untill
scientific,cientific
appearance,apperance
adults',adults
massive,masive
closed,close
symptoms,symtoms
temporary,temporally
countryside,country-side
far_side,farside
unwelcome,unwelcomed
sincerely,sincerly
friends,friend
arrival,arrive
lunch-time,lunch_time
nextdoor,next_door
thank,thanks
sewed,sowed
or,a
receive,recieve
terrible,terribles
forces,falses
practically,practicable
these,this
spend,spent
everybody,evrybody
boring,boaring
?fervent,fevent
introduced,introduce
although,allthough
astonished,astonish
these,this
sure,sured
everybody,evey_body
everything,evey_thing
pleased,please
friends,freinds
obliged,obeyged
worse,worest
brought,bring
hands,hand
occasion,ocassion
were,where
crashed_into,crushed_to
jewels,jewls
rhythm,rythm
surprisingly,surprisedly
rhythmically,rythmically
gratefully,greatfully
unclean,uncleaned
grateful,greatful
I,a
shopping,shoping
first,firsts'
frightened,frighten
undoubtedly,unboubtlely
cannot,can_not
faithfully,fainthfully
best-looking,best_looking
impolite,unpolite
speechless,spechless
reason,reasons
typical,tipical
forever,for_ever
occasion,ocassion
in_front,infront
chocolate,choclate
climbed,climed
marvellous,marvelous
asked,ask
tired,tiered
